Rps27a	9.390831	0.46608526	5.9528888431103756e-21	2.4715887847756566e-18		
Rps3a1	9.353358	0.4401716	8.490769364651848e-21	3.451851528787837e-18		
Rps14	9.3260355	0.4265024	1.0990520725734436e-20	4.3769188049384034e-18		
Rps23	9.322718	0.5521736	1.1339791779095623e-20	4.4256939355454396e-18		
Cldn15	9.314521	1.1589884	1.2250455006073812e-20	4.687360372324007e-18		
Rpl32	9.215376	0.53566384	3.1018943975921213e-20	1.142082401407786e-17		
Clca3b	9.197421	1.5723448	3.6664492767539806e-20	1.3249461330847627e-17		
Tpt1	9.191956	0.30301988	3.8576207787960026e-20	1.3686838523168218e-17		
Serf2	9.135358	0.46044978	6.519094409885744e-20	2.271671577044829e-17		
Slc12a8	9.129893	1.19031	6.856705066196188e-20	2.347398994065832e-17		
Rack1	9.12599	0.48957446	7.108379682167377e-20	2.391602088238176e-17		
Rps8	9.105497	0.46641964	8.587224222303245e-20	2.8401880249834834e-17		
St6galnac6	9.090079	2.1324286	9.896713571247095e-20	3.217533395692971e-17		
Rps15a	9.088323	0.5518594	1.0057883424068424e-19	3.217533395692971e-17		
Rpl29	9.07349	0.4441463	1.1526476923410409e-19	3.6278656561843664e-17		
Gvin-ps1	9.029577	1.2110273	1.723361170667232e-19	5.248133096480533e-17		
Rpl12	9.028016	0.6379671	1.7481226364212084e-19	5.248133096480533e-17		
Rps2	8.964587	0.5243092	3.11446179917189e-19	9.208425386218223e-17		
Rps20	8.950339	0.45281187	3.5439004282227673e-19	1.0321742232289416e-16		
Rpl9	8.932189	0.42570403	4.176603643216268e-19	1.1985624043194449e-16		
Agr2	8.8625145	0.4955597	7.82294635018301e-19	2.180813929678161e-16		
Tax1bp1	8.853928	0.68393636	8.449234735641387e-19	2.322230515933888e-16		
C1qa	8.843779	1.2178456	9.253475459370845e-19	2.5079488904744813e-16		
Rpl28	8.806892	0.47445795	1.2866324706823807e-18	3.4393624702597226e-16		
Cmas	8.793426	0.81632495	1.4506745875412184e-18	3.825468094767478e-16		
Rps16	8.779374	0.4605692	1.6438736395562528e-18	4.220861868723779e-16		
Rpsa	8.73429	0.5521244	2.451906832494738e-18	6.21383245835095e-16		
Rps26	8.732143	0.5877487	2.498909752983368e-18	6.25175960509198e-16		
Rps4x	8.621875	0.4650293	6.586696372368349e-18	1.586824605066617e-15		
Rps7	8.557274	0.41413283	1.1556743599929341e-17	2.750223104988063e-15		
Pabpc1	8.545174	0.706296	1.2834289985066683e-17	3.0174498164890513e-15		
Rps3	8.525267	0.4821757	1.5245789412346217e-17	3.5000745246179303e-15		
Gne	8.506141	1.2735974	1.7981895220278686e-17	4.080217480564166e-15		
Rpl3	8.501066	0.55185026	1.8785715962163675e-17	4.193844183656831e-15		
Smco4	8.500285	0.9702417	1.8912487863164965e-17	4.193844183656831e-15		
Slc50a1	8.48838	0.88029206	2.0953673705217816e-17	4.543222096484672e-15		
Pdxdc1	8.48838	1.032433	2.0953673705217816e-17	4.543222096484672e-15		
Rpl30	8.474914	0.5726741	2.35253464246074e-17	5.0447649464811955e-15		
Rpl4	8.429831	0.62325704	3.461665028817842e-17	7.342492540472975e-15		
Rpl34	8.341615	0.46678594	7.328263701299947e-17	1.5213163602890122e-14		
Slc35a1	8.332832	0.7904788	7.893071305784095e-17	1.6213199311691666e-14		
Rpl27	8.298874	0.47973067	1.0510308588523599e-16	2.114414039138655e-14		
Rpl19	8.264134	0.34772894	1.4071249978649301e-16	2.8019017559526782e-14		
Rpl26	8.254181	0.44237146	1.5294806869730705e-16	3.0147763763224745e-14		
Dnajc10	8.239738	0.8721062	1.7258793727235253e-16	3.367881007932687e-14		
Nans	8.2251005	0.6926663	1.9502698591044474e-16	3.768075844610316e-14		
Rpl7a	8.150547	0.43538296	3.6228171144174145e-16	6.797658958725136e-14		
Rps18	8.011394	0.5053766	1.1341615229833057e-15	2.0623130645217903e-13		
Rps21	8.0106125	0.5501259	1.1413847031277715e-15	2.0623130645217903e-13		
Rpl35a	7.952453	0.5156749	1.8285429468884993e-15	3.273595143631392e-13		
Rpl13a	7.912639	0.41380045	2.519893480257253e-15	4.470291033976367e-13		
Rpl13	7.893903	0.3919952	2.9287990590110354e-15	5.148881516895616e-13		
C2cd4b	7.8804364	1.971982	3.262394530581652e-15	5.684139899086639e-13		
Txndc5	7.8542843	0.72391945	4.020618354392286e-15	6.943216510408058e-13		
Etv5	7.8453064	2.8015966	4.318973618198228e-15	7.393022033817563e-13		
Rpl37	7.8402324	0.47922596	4.4971420566425e-15	7.631063486375803e-13		
Ppib	7.8279366	0.44335577	4.959416606738687e-15	8.342935833094718e-13		
Rpl23a	7.8006134	0.45833078	6.160700748209771e-15	1.0188128339030972e-12		
Naca	7.78461	0.51371694	6.992875701216221e-15	1.1467140876767507e-12		
Hdlbp	7.7691917	0.7343665	7.898866106203566e-15	1.2844872766371366e-12		
Rps11	7.7377696	0.3845626	1.0117590075308862e-14	1.6316913448725385e-12		
Nme2	7.7332807	0.85419625	1.048097082035537e-14	1.6764398736755302e-12		
Uqcrh	7.7147403	0.43038043	1.2122907063374133e-14	1.9165711764146643e-12		
Rps27	7.7141547	0.54893315	1.2178683297910136e-14	1.9165711764146643e-12		
Kdelr2	7.709666	0.58147335	1.2614772872997083e-14	1.9693174227493208e-12		
Atp8b1	7.670047	0.66791886	1.719334817301632e-14	2.6418188680963816e-12		
Gmds	7.6554093	0.4318275	1.9269736446232768e-14	2.9377315391545797e-12		
Rpl38	7.6167665	0.5446729	2.6010941907899582e-14	3.90444246454425e-12		
Tspan13	7.612863	0.5191265	2.6808974851016136e-14	3.99351400948648e-12		
Tmed9	7.597445	0.6329426	3.020346998947169e-14	4.465079646776899e-12		
Rpl17	7.5753913	0.36817902	3.580473508295191e-14	5.253335341418974e-12		
Sypl1	7.554508	0.59505796	4.2044524344187134e-14	6.077458133721983e-12		
Rpl22	7.540066	0.5263398	4.697338579342006e-14	6.690793068414591e-12		
Atp5f1a	7.4830775	0.47168538	7.260214697081365e-14	1.0266364463684474e-11		
Ppia	7.479564	0.39143905	7.45694184086202e-14	1.0468687991552622e-11		
Fth1	7.476832	0.33752072	7.613565975494921e-14	1.0612223317557707e-11		
Smim14	7.4493136	0.40764773	9.382718636915987e-14	1.2975375171321832e-11		
Hspd1	7.4483376	0.8095217	9.452365459737272e-14	1.2975375171321832e-11		
Rpl7	7.447557	0.3934545	9.508448547191871e-14	1.2975375171321832e-11		
Prnp	7.4364324	0.9747743	1.0344079455174836e-13	1.401766433946401e-11		
Cope	7.406572	0.6941655	1.2960589188480523e-13	1.7442271546483375e-11		
Pdia5	7.401888	0.5184582	1.3426172124037105e-13	1.7945090604689044e-11		
Sox9	7.348217	1.3110447	2.0086792777309377e-13	2.6664875799756135e-11		
Mgst2	7.31621	0.8971788	2.5507263933705126e-13	3.363167218934607e-11		
Rab15	7.3058662	1.0185006	2.754865328422972e-13	3.607949128781603e-11		
Rps10	7.260392	0.35765034	3.859694744784922e-13	5.0212055499821976e-11		
Copb1	7.259221	0.6932442	3.8932528575828163e-13	5.031320282309343e-11		
Rpl6	7.2242866	0.38094145	5.037399268298806e-13	6.434056735916163e-11		
Prdx1	7.224091	0.49091056	5.044638109025176e-13	6.434056735916163e-11		
Tmsb10	7.152465	0.24984288	8.523320465232838e-13	1.0800264646659325e-10		
Tpd52	7.145634	0.36223692	8.958127717557351e-13	1.1277993824542848e-10		
Ppp1r14b	7.1331434	0.7545834	9.810210554540192e-13	1.2271567228288287e-10		
Arf4	7.1067963	0.484608	1.187676776623813e-12	1.4761990203208337e-10		
Rps17	7.087865	0.55422777	1.3619676679764074e-12	1.682116270436178e-10		
Galnt3	7.0546865	0.8651761	1.7299011434814866e-12	2.1231000574778444e-10		
Gale	7.0380974	0.76568407	1.9488233596325106e-12	2.376833689991801e-10		
Rps9	7.0074563	0.416233	2.4268973466275408e-12	2.9415201752850827e-10		
Pdia3	6.9932094	0.4154911	2.6866848743497274e-12	3.23629436037411e-10		
Atp5mc1	6.9690084	0.4629089	3.1918239693096593e-12	3.821181161785809e-10		
Hmgb1	6.9516387	0.5950474	3.6106721166402765e-12	4.2962594929340464e-10		
Rpl11	6.9366107	0.3334366	4.016181203170263e-12	4.749803636282698e-10		
Rps15	6.893479	0.35635114	5.444414437729363e-12	6.36181457112879e-10		
Ccl9	6.8663507	1.091442	6.586495384039034e-12	7.650528031198674e-10		
Rpl36al	6.85347	0.45656413	7.2079829157858225e-12	8.322874474476009e-10		
Rpl18a	6.827708	0.39078018	8.628203763448841e-12	9.904162837643568e-10		
Kdelr1	6.8204865	0.6377525	9.073256500563155e-12	1.0354124406549086e-09		
Rpl18	6.7806726	0.33419746	1.1961754860935822e-11	1.349258291076888e-09		
Hopx	6.754911	1.0473721	1.429231952286096e-11	1.6028754205121193e-09		
Rpl37a	6.735394	0.5271318	1.6348619614482228e-11	1.8230112180400352e-09		
Rpl8	6.7344184	0.3568591	1.645870837633277e-11	1.8248592912258961e-09		
Klf5	6.7129498	0.71156657	1.907285538660742e-11	2.0909421349115573e-09		
Lman1	6.670599	0.791158	2.5476180091008263e-11	2.7619009905329738e-09		
Gas5	6.6538143	0.97701615	2.855926463364459e-11	3.079035856690279e-09		
Atp5mc2	6.6268816	0.44221014	3.4285268420218615e-11	3.676058944792011e-09		
Cbfa2t3	6.6200504	0.87984276	3.590758113976458e-11	3.8289646904992684e-09		
Hspa8	6.605218	0.5712694	3.9693283172711e-11	4.209645259958056e-09		
Stard10	6.594679	0.3830705	4.26176957781284e-11	4.495360623861609e-09		
Hspe1	6.585506	0.6896407	4.533382812494271e-11	4.730718299626375e-09		
Ssr4	6.554475	0.50145656	5.5838088799670575e-11	5.795874812961551e-09		
Rplp2	6.5484247	0.3480277	5.814723520516696e-11	5.972027093650674e-09		
Tm9sf3	6.5339823	0.4880266	6.40435662156433e-11	6.543173566136457e-09		
Sec61g	6.5324206	0.6087393	6.47149981862653e-11	6.577335805243651e-09		
Tstd1	6.5142703	0.7914704	7.304383292075277e-11	7.3853748995625365e-09		
Rpl21	6.504317	0.27036047	7.80472316742953e-11	7.850585973671126e-09		
Rpl36a	6.4980717	0.5871164	8.13561212315484e-11	8.141453075448386e-09		
Maged1	6.4877276	1.465448	8.7140583210513e-11	8.675823167193626e-09		
Eef2	6.4801164	0.44088566	9.165200087827073e-11	9.078665711363325e-09		
Fut4	6.4726996	1.4169866	9.626704818303577e-11	9.487652415372525e-09		
Ndufab1	6.462161	0.56410074	1.0321827262885172e-10	1.0121614935072424e-08		
Gcc2	6.452012	0.54837877	1.1037467708057428e-10	1.0662630933417457e-08		
Rpl10	6.396585	0.29540107	1.5889049516219142e-10	1.525732894755568e-08		
Rps25	6.3959994	0.48182705	1.5950062033931325e-10	1.525732894755568e-08		
B3gnt6	6.36731	1.7819816	1.9237222233921287e-10	1.8135031626702416e-08		
Rpl39	6.3643823	0.37201846	1.9607705567689787e-10	1.8395421463841273e-08		
Sec11c	6.3624306	0.45484495	1.9858557420443516e-10	1.8541621507298315e-08		
Rpl22l1	6.350916	0.5837998	2.140366689117002e-10	1.9889102653061512e-08		
Cyc1	6.3411574	0.52673227	2.280451119500192e-10	2.099090714430507e-08		
Mgat4b	6.3411574	0.5934338	2.280451119500192e-10	2.099090714430507e-08		
Slc25a5	6.3282766	0.24578524	2.4791444639340417e-10	2.2712687825919667e-08		
Hoxaas3	6.3025146	1.2989167	2.9285491915813747e-10	2.6580329732334392e-08		
Rpl10a	6.2790947	0.39318094	3.4055029558713466e-10	3.076619661151549e-08		
Rpl31	6.2777286	0.47849485	3.4355524310131683e-10	3.0894640616954365e-08		
Uba52	6.260554	0.21784288	3.836127050756752e-10	3.433861617819599e-08		
Bsg	6.243184	0.35990533	4.287521073940562e-10	3.8203966318208274e-08		
Sult1c2	6.234987	1.2147737	4.518156868154608e-10	4.007605142053138e-08		
Pim3	6.231084	1.1386948	4.6321968968005444e-10	4.090166979374019e-08		
Atp5pb	6.194002	0.41757157	5.865548542147066e-10	5.1327495180025943e-08		
Gdpd1	6.1754613	0.8730263	6.597062155845503e-10	5.747101379873623e-08		
Tmem258	6.1526265	0.8384295	7.62100562754879e-10	6.580367425486154e-08		
Fkbp4	6.1475525	0.88594174	7.868773758487457e-10	6.764372296172874e-08		
Rps13	6.1299872	0.36089212	8.788606073748527e-10	7.521967496628455e-08		
Selenom	6.126084	0.38322935	9.006825826506647e-10	7.675074199932345e-08		
Fut2	6.09193	1.5788335	1.1155756078108343e-09	9.464931482965487e-08		
Uqcrb	6.08627	0.43276718	1.1557145736743926e-09	9.763036446182726e-08		
Oat	6.079244	0.7408387	1.207504678396112e-09	1.015657167854385e-07		
B4galt4	6.0552387	1.6132414	1.4020973087485406e-09	1.16925328559483e-07		
Plscr1	6.05075	0.6652122	1.441732914819022e-09	1.1971904723309955e-07		
Fam13a	6.042748	1.0909294	1.5151131124640231e-09	1.2527931049416504e-07		
Tmem109	6.0343556	1.193279	1.5959814958710541e-09	1.3140921059252215e-07		
Rpl35	6.015229	0.39579463	1.7963213995973015e-09	1.47283259629167e-07		
Bzw2	6.0140586	1.374103	1.8093528223213282e-09	1.4773100826267113e-07		
Rpl41	6.0007873	0.3622429	1.9636335650619106e-09	1.596597724525755e-07		
Rrbp1	5.987906	0.34948382	2.1255974718226535e-09	1.721116558719803e-07		
Ifitm2	5.980099	0.8543339	2.2300148509005715e-09	1.7982028843170973e-07		
Sec13	5.958436	0.8091415	2.546634679144367e-09	2.0332179732817797e-07		
Arl1	5.9580455	0.76823115	2.552723190806785e-09	2.0332179732817797e-07		
Eef1g	5.957265	0.59425503	2.5649427743843196e-09	2.0346460690786836e-07		
Sec61b	5.937358	0.357001	2.8965185519651046e-09	2.2883669240100021e-07		
Rps5	5.927014	0.34239042	3.0849249991501555e-09	2.4273881626377475e-07		
Ost4	5.879003	0.5512588	4.127445982558306e-09	3.221719236145712e-07		
Ak2	5.86339	0.5956772	4.535118979051466e-09	3.525829153673717e-07		
Acot7	5.8493376	0.88070405	4.935338941463916e-09	3.821754131100272e-07		
Hnrnpab	5.8060107	0.5046559	6.3978831352270485e-09	4.915287066961442e-07		
Rab2a	5.776931	0.4381186	7.60754682449911e-09	5.821712499344143e-07		
Guca2b	5.7681484	1.4487793	8.014717118053014e-09	6.109343353190879e-07		
Selenof	5.7611227	0.49267367	8.355636733000745e-09	6.344431720146947e-07		
P4hb	5.751169	0.50885457	8.86284617310371e-09	6.703472101625806e-07		
Tvp23b	5.7386785	0.8516099	9.54182491314211e-09	7.189157195175874e-07		
Ndufb9	5.720918	0.37368762	1.0594991221023098e-08	7.951948411040182e-07		
Kdelr3	5.715258	1.0681505	1.0953747804756989e-08	8.189710140307582e-07		
Eif3i	5.7140875	0.61401117	1.1029433643651742e-08	8.21482321077176e-07		
Eml4	5.709989	0.75315154	1.1298357325077189e-08	8.383123378005941e-07		
Uqcr10	5.7039385	0.37972566	1.1707020100448486e-08	8.653439024248173e-07		
Tspan3	5.6912527	0.59136254	1.2611058753524675e-08	9.251586485574455e-07		
Cox8a	5.672517	0.27065155	1.407146598825773e-08	1.028429165898357e-06		
Tmem167	5.6649055	0.56834364	1.4710569617826115e-08	1.0711270728442493e-06		
Rps29	5.6408997	0.43733534	1.6916370941643122e-08	1.227160083848416e-06		
Ccnd2	5.639729	1.1291281	1.703181207867407e-08	1.2309584477897992e-06		
Timm17b	5.6389484	0.870109	1.7109197484371656e-08	1.2319884860148654e-06		
Rpn1	5.609283	0.4828344	2.031666892331648e-08	1.4575716079764624e-06		
Mtf2	5.578837	0.66628385	2.421321307335356e-08	1.7307569227597852e-06		
Srp19	5.558735	0.66726625	2.717372991359899e-08	1.9352852756714256e-06		
Mcee	5.5278983	0.87727875	3.24089587523283e-08	2.299739713065216e-06		
Fuom	5.523995	0.8753408	3.313767171668203e-08	2.3429294415917868e-06		
Nudcd2	5.521848	0.91611403	3.354521278026736e-08	2.36318152416656e-06		
Rab5if	5.5148225	0.7106328	3.4913260755485236e-08	2.450709965404816e-06		
Hsp90ab1	5.509553	0.31834182	3.597465425737447e-08	2.5127417462393475e-06		
Npm1	5.5091624	0.5159553	3.605450901645062e-08	2.5127417462393475e-06		
Acat1	5.4988184	0.6160028	3.823442012245133e-08	2.655183182453791e-06		
Ugp2	5.492378	0.6542682	3.965572417579451e-08	2.74411986371083e-06		
Mydgf	5.4861326	0.64107925	4.10828150312804e-08	2.8328270407081475e-06		
Ybx1	5.4800825	0.2961054	4.251272852779807e-08	2.9211034665191956e-06		
Sord	5.448661	1.2283653	5.0750498111532767e-08	3.4748955092928084e-06		
Nme1	5.434804	0.6838043	5.4856708488854305e-08	3.7429154176625976e-06		
1810055G02Rik	5.431291	1.2925475	5.5947824959966026e-08	3.80406221696438e-06		
Actn1	5.3920627	0.6923793	6.96535378975087e-08	4.719510897680502e-06		
Ckap4	5.3864026	0.8938999	7.188183318663647e-08	4.853640459529495e-06		
Jagn1	5.376059	1.0019572	7.613392836627096e-08	5.105420887077015e-06		
Fxyd3	5.3709846	0.27721184	7.830794483684626e-08	5.215362578656034e-06		
Tmem97	5.364739	0.7599434	8.106628258657305e-08	5.380705572770023e-06		
Copb2	5.3512726	0.5316862	8.733780790124403e-08	5.777321977575851e-06		
Atp5f1b	5.3454175	0.2906871	9.02087958907076e-08	5.947075820984014e-06		
Nedd4	5.343466	0.6743478	9.118593878581939e-08	5.991253903927541e-06		
Ssr2	5.3389773	0.5184316	9.347241241035132e-08	6.106300398477715e-06		
Atp5mj	5.338392	0.37056223	9.37747093283475e-08	6.106300398477715e-06		
Psmb2	5.3323417	0.43660435	9.695438179973677e-08	6.28560733036566e-06		
Cmpk1	5.324925	0.3193837	1.0099460409447705e-07	6.525856636753726e-06		
Fkbp11	5.2884293	1.017211	1.2337134228267014e-07	7.945440175920874e-06		
Ctbp1	5.2796464	0.810704	1.2943333644677186e-07	8.308428050731271e-06		
Glud1	5.2735963	0.78906846	1.3377595978292778e-07	8.55902976788214e-06		
Rnase4	5.27184	0.5293763	1.3506289975448703e-07	8.613128842513268e-06		
Mt3	5.252323	2.3587263	1.5019260586894772e-07	9.54677039389787e-06		
Rpl24	5.249396	0.32423016	1.5259896432991793e-07	9.668234382902658e-06		
Txn1	5.215437	0.24471162	1.8338465797816087e-07	1.1493948736002298e-05		
Cnpy2	5.1980667	0.50474113	2.0137166757477826e-07	1.2514543697624915e-05		
Ffar2	5.196115	2.5655384	2.0349615144573312e-07	1.2606425077181068e-05		
Lsr	5.1902604	0.5976428	2.100003798900494e-07	1.296818801637476e-05		
Tmem176b	5.187918	1.2869879	2.1265793473206318e-07	1.3090873622591422e-05		
B3galt2	5.181868	3.415079	2.1967458273691928e-07	1.3480282413610826e-05		
Atp5po	5.179136	0.39607596	2.229162338709559e-07	1.3636324099554336e-05		
Mrpl42	5.1775746	0.63237005	2.2478930794580823e-07	1.3707932985170316e-05		
Mt1	5.168792	0.9723647	2.3561206147143529e-07	1.432315815437255e-05		
Hes6	5.161961	0.8147459	2.443761126463644e-07	1.4809799571991164e-05		
Etfb	5.16079	0.3817941	2.459098069989436e-07	1.4856606729960945e-05		
Odc1	5.1553254	0.83113986	2.5319084870537263e-07	1.5249278461841485e-05		
Yipf1	5.1322956	0.5767021	2.8622926152054305e-07	1.7186085567113468e-05		
Reg4	5.127026	0.5709887	2.9435447949747074e-07	1.761973408869216e-05		
Hnrnpa2b1	5.1092663	0.37635392	3.234125973449979e-07	1.9241077513994786e-05		
Serp1	5.104387	0.51579064	3.3186862563804113e-07	1.9684146993011353e-05		
Arf1	5.096385	0.3541352	3.4620052038272913e-07	2.0471990771965383e-05		
Ift20	5.0895543	0.5466446	3.5890613316715457e-07	2.115919722847086e-05		
Ncl	5.0737457	0.570695	3.900600989124967e-07	2.2926604729453196e-05		
Rps28	5.0721846	0.5047838	3.9327492724259495e-07	2.3046146937573568e-05		
Rab1a	5.066915	0.5646975	4.0431482521689134e-07	2.3551640296365423e-05		
Bccip	5.043885	0.9069094	4.561728381645636e-07	2.6493323702212186e-05		
Serinc3	5.0265155	0.41958314	4.994722260126695e-07	2.8921961478965082e-05		
Cd38	5.017733	1.5436676	5.228478070563156e-07	3.0185952978985038e-05		
Mlec	5.016757	0.6619962	5.255092870024227e-07	3.025011276272943e-05		
Krtcap2	5.0126586	0.45936218	5.368308503576726e-07	3.081093298199889e-05		
Slc12a2	5.007194	0.5219544	5.522926296825462e-07	3.1605391130865705e-05		
Surf4	4.999192	0.3894682	5.7571012057169e-07	3.275337403159172e-05		
Cfl1	4.998216	0.43000486	5.786305606506507e-07	3.2823827792258135e-05		
Tmem165	4.9929466	1.0010895	5.946493832018632e-07	3.353753775665075e-05		
Retreg1	4.991971	0.5418383	5.976623745053439e-07	3.36103273086377e-05		
Magoh	4.985921	0.7219554	6.166739966266548e-07	3.457981715566823e-05		
Atp5f1c	4.980066	0.3329319	6.35626530759846e-07	3.5540447338818435e-05		
Rap1gap	4.9716735	0.6800096	6.637737185184184e-07	3.693996792122973e-05		
Arf5	4.9714785	0.33431497	6.644423870222218e-07	3.693996792122973e-05		
Ptma	4.9691367	0.31788838	6.725172122811176e-07	3.728267295583446e-05		
Spcs1	4.9644523	0.41691238	6.889514880884785e-07	3.808555053416026e-05		
Ccnd1	4.9619155	0.7736079	6.980142676767947e-07	3.847754355775416e-05		
Tm9sf1	4.9394712	0.9633167	7.833472571365021e-07	4.305982641059634e-05		
Ndufb3	4.9316645	0.56222457	8.153186416011077e-07	4.469137070843825e-05		
Tomm7	4.926005	0.50379306	8.392799204534762e-07	4.587593380316284e-05		
Ddx39b	4.918393	0.78622	8.725751462364558e-07	4.7562657552117874e-05		
Set	4.904146	0.5606664	9.38346729591242e-07	5.086360578123194e-05		
Slc35b3	4.8965344	1.1693466	9.754152187540943e-07	5.27264614370288e-05		
Snhg18	4.8883376	0.9378116	1.0169107670217407e-06	5.481767046315538e-05		
Prlr	4.8858004	1.1870078	1.0300953938332945e-06	5.5375431171523165e-05		
Cox6c	4.8793597	0.35825947	1.0643071800171921e-06	5.70573909638887e-05		
Sec31a	4.8719435	0.5931842	1.1050575963074424e-06	5.907970940916009e-05		
Sec62	4.8705773	0.45556918	1.1127262431719839e-06	5.9327158222016655e-05		
Slc35a2	4.8696017	0.75308156	1.1182351744053178e-06	5.945842287015088e-05		
Syngr2	4.8682356	0.47104254	1.1259917885985094e-06	5.970816239867204e-05		
Nrp2	4.848133	1.2497895	1.2462871023287996e-06	6.572985544552485e-05		
Copz2	4.8399363	1.4673773	1.2988081406101772e-06	6.83152076977547e-05		
Dad1	4.815931	0.3230502	1.465153583563245e-06	7.685754577863752e-05		
Sdhd	4.8145647	0.45252222	1.4752121475505284e-06	7.717772077024401e-05		
Ndufa4	4.804611	0.31675506	1.550526219703668e-06	8.09009856986561e-05		
Slc17a9	4.779044	1.0264988	1.7613044875889575e-06	9.165358872216245e-05		
Pigbos1	4.7616744	0.9536385	1.919932713671224e-06	9.94743351339895e-05		
Hnrnpu	4.7581615	0.46473584	1.9536425973879217e-06	0.000100856		
Ephb2	4.740792	1.172868	2.1288483998019155e-06	0.00010961		
Ppa1	4.7384496	0.59990007	2.153595971011768e-06	0.000110593		
Mrpl34	4.734351	0.5833796	2.197570510002508e-06	0.000112555		
Rpl36	4.731619	0.32366654	2.2273645477067227e-06	0.000113782		
Mcrip2	4.7204943	0.8515508	2.3527225505847066e-06	0.000119872		
Cdc26	4.7122974	0.75328153	2.449397280792644e-06	0.000124473		
Cib1	4.696879	0.43697658	2.6416670861643645e-06	0.000133548		
Eny2	4.6916094	0.48085204	2.7106399824633773e-06	0.000136681		
Surf1	4.6880965	0.7502928	2.757578514669858e-06	0.000138597		
Smim10l1	4.6877065	0.5854739	2.762841796752172e-06	0.000138597		
Lsm6	4.6761913	0.8041711	2.9225179790620253e-06	0.000146231		
Itga2	4.673459	0.9423932	2.9616869771075e-06	0.000147812		
Nop10	4.66858	0.58036286	3.032887644610449e-06	0.000150979		
Cox7a2	4.661749	0.31198627	3.1353326186228583e-06	0.000155682		
Mrpl36	4.6574554	0.6388732	3.201416778588514e-06	0.00015856		
Yrdc	4.650234	1.1541001	3.3155817136240546e-06	0.000163798		
Txn2	4.6496487	0.6092494	3.3250075254999523e-06	0.000163849		
Vcp	4.6408663	0.50252724	3.469515870813411e-06	0.000170539		
Hilpda	4.6395	1.4721123	3.4925293266529776e-06	0.000171239		
Cldn2	4.633645	3.110947	3.592826873733334e-06	0.000175715		
Rgmb	4.626229	2.0128407	3.723839315603933e-06	0.000181668		
Norad	4.6246676	0.7492259	3.7519985641596108e-06	0.000182585		
Hnrnpa3	4.621545	0.45363975	3.808930661626778e-06	0.000184894		
Chchd3	4.6117864	0.57255065	3.992229945986835e-06	0.000192833		
Clns1a	4.611201	0.8015541	4.003492606248348e-06	0.000192899		
Mrpl52	4.5991006	0.5609727	4.2431878090698705e-06	0.000203945		
Cox7b	4.594026	0.38336766	4.3477453632413335e-06	0.000208457		
Cct3	4.5834875	0.8096308	4.572846491926587e-06	0.000218052		
Cox7a2l	4.583097	0.42186958	4.58139435474707e-06	0.000218052		
Mrpl20	4.5764613	0.54944694	4.729071151555249e-06	0.000224533		
C1galt1	4.564751	0.6527069	5.000867910180837e-06	0.000236861		
Gfus	4.561629	0.3983588	5.075836016536045e-06	0.00023983		
Eif4g2	4.548943	0.4089172	5.391608839819469e-06	0.000254135		
Pabpc4	4.5475764	0.9465686	5.426715672052354e-06	0.00025456		
H3f3a	4.5460153	0.23829867	5.467105746112254e-06	0.00025584		
Smarca5	4.5438685	0.589351	5.523112259095077e-06	0.000257842		
Ganab	4.5428925	0.7599578	5.5487509501281005e-06	0.000258044		
